"","ENSEMBLE_ID","symbol","id_symbol"
"11069","ENSG00000163631","ALB","ENSG00000163631;ALB"
"17851","ENSG00000198804","MT-CO1","ENSG00000198804;MT-CO1"
"17336","ENSG00000197249","SERPINA1","ENSG00000197249;SERPINA1"
"17900","ENSG00000198886","MT-ND4","ENSG00000198886;MT-ND4"
"21399","ENSG00000210082","MT-RNR2","ENSG00000210082;MT-RNR2"
"17810","ENSG00000198727","MT-CYB","ENSG00000198727;MT-CYB"
"5692","ENSG00000125730","C3","ENSG00000125730;C3"
"1634","ENSG00000084674","APOB","ENSG00000084674;APOB"
"17802","ENSG00000198712","MT-CO2","ENSG00000198712;MT-CO2"
"17831","ENSG00000198763","MT-ND2","ENSG00000198763;MT-ND2"
"13079","ENSG00000171560","FGA","ENSG00000171560;FGA"
"10537","ENSG00000160868","CYP3A4","ENSG00000160868;CYP3A4"
"17932","ENSG00000198938","MT-CO3","ENSG00000198938;MT-CO3"
"13081","ENSG00000171564","FGB","ENSG00000171564;FGB"
"17839","ENSG00000198786","MT-ND5","ENSG00000198786;MT-ND5"
"3762","ENSG00000110245","APOC3","ENSG00000110245;APOC3"
"7355","ENSG00000136872","ALDOB","ENSG00000136872;ALDOB"
"4421","ENSG00000115414","FN1","ENSG00000115414;FN1"
"17902","ENSG00000198888","MT-ND1","ENSG00000198888;MT-ND1"
"17908","ENSG00000198899","MT-ATP6","ENSG00000198899;MT-ATP6"
"3275","ENSG00000106258","CYP3A5","ENSG00000106258;CYP3A5"
"4428","ENSG00000115457","IGFBP2","ENSG00000115457;IGFBP2"
"13078","ENSG00000171557","FGG","ENSG00000171557;FGG"
"1930","ENSG00000091513","TF","ENSG00000091513;TF"
"17145","ENSG00000196616","ADH1B","ENSG00000196616;ADH1B"
"28608","ENSG00000229314","ORM1","ENSG00000229314;ORM1"
"1719","ENSG00000087086","FTL","ENSG00000087086;FTL"
"6222","ENSG00000130203","APOE","ENSG00000130203;APOE"
"1934","ENSG00000091583","APOH","ENSG00000091583;APOH"
"4792","ENSG00000118271","TTR","ENSG00000118271;TTR"
"9987","ENSG00000156508","EEF1A1","ENSG00000156508;EEF1A1"
"62635","ENSG00000291237","SOD2","ENSG00000291237;SOD2"
"5106","ENSG00000120885","CLU","ENSG00000120885;CLU"
"7606","ENSG00000138109","CYP2C9","ENSG00000138109;CYP2C9"
"15201","ENSG00000182326","C1S","ENSG00000182326;C1S"
"3373","ENSG00000106927","AMBP","ENSG00000106927;AMBP"
"13962","ENSG00000175899","A2M","ENSG00000175899;A2M"
"12642","ENSG00000169710","FASN","ENSG00000169710;FASN"
"8675","ENSG00000145321","GC","ENSG00000145321;GC"
"2077","ENSG00000099194","SCD","ENSG00000099194;SCD"
"21435","ENSG00000211459","MT-RNR1","ENSG00000211459;MT-RNR1"
"4775","ENSG00000118137","APOA1","ENSG00000118137;APOA1"
"7973","ENSG00000140505","CYP1A2","ENSG00000140505;CYP1A2"
"9368","ENSG00000151224","MAT1A","ENSG00000151224;MAT1A"
"12147","ENSG00000167658","EEF2","ENSG00000167658;EEF2"
"17796","ENSG00000198695","MT-ND6","ENSG00000198695;MT-ND6"
"9163","ENSG00000149131","SERPING1","ENSG00000149131;SERPING1"
"13499","ENSG00000173432","SAA1","ENSG00000173432;SAA1"
"5602","ENSG00000124942","AHNAK","ENSG00000124942;AHNAK"
"4736","ENSG00000117601","SERPINC1","ENSG00000117601;SERPINC1"
"11510","ENSG00000165092","ALDH1A1","ENSG00000165092;ALDH1A1"
"10535","ENSG00000160862","AZGP1","ENSG00000160862;AZGP1"
"7360","ENSG00000136881","BAAT","ENSG00000136881;BAAT"
"17385","ENSG00000197408","CYP2B6","ENSG00000197408;CYP2B6"
"16385","ENSG00000187134","AKR1C1","ENSG00000187134;AKR1C1"
"6224","ENSG00000130208","APOC1","ENSG00000130208;APOC1"
"17873","ENSG00000198840","MT-ND3","ENSG00000198840;MT-ND3"
"10691","ENSG00000162267","ITIH3","ENSG00000162267;ITIH3"
"3752","ENSG00000110169","HPX","ENSG00000110169;HPX"
"11416","ENSG00000164733","CTSB","ENSG00000164733;CTSB"
"16236","ENSG00000186480","INSIG1","ENSG00000186480;INSIG1"
"13119","ENSG00000171759","PAH","ENSG00000171759;PAH"
"5241","ENSG00000122194","PLG","ENSG00000122194;PLG"
"8633","ENSG00000144908","ALDH1L1","ENSG00000144908;ALDH1L1"
"13308","ENSG00000172482","AGXT","ENSG00000172482;AGXT"
"2941","ENSG00000104635","SLC39A14","ENSG00000104635;SLC39A14"
"1316","ENSG00000075624","ACTB","ENSG00000075624;ACTB"
"37293","ENSG00000245532","NEAT1","ENSG00000245532;NEAT1"
"413","ENSG00000021826","CPS1","ENSG00000021826;CPS1"
"7136","ENSG00000135744","AGT","ENSG00000135744;AGT"
"8478","ENSG00000143878","RHOB","ENSG00000143878;RHOB"
"22057","ENSG00000212907","MT-ND4L","ENSG00000212907;MT-ND4L"
"17879","ENSG00000198848","CES1","ENSG00000198848;CES1"
"10342","ENSG00000159403","C1R","ENSG00000159403;C1R"
"6637","ENSG00000132693","CRP","ENSG00000132693;CRP"
"10455","ENSG00000160282","FTCD","ENSG00000160282;FTCD"
"7852","ENSG00000139644","TMBIM6","ENSG00000139644;TMBIM6"
"7642","ENSG00000138356","AOX1","ENSG00000138356;AOX1"
"218","ENSG00000008394","MGST1","ENSG00000008394;MGST1"
"2273","ENSG00000100345","MYH9","ENSG00000100345;MYH9"
"12804","ENSG00000170421","KRT8","ENSG00000170421;KRT8"
"435","ENSG00000023839","ABCC2","ENSG00000023839;ABCC2"
"4124","ENSG00000112972","HMGCS1","ENSG00000112972;HMGCS1"
"6190","ENSG00000129988","LBP","ENSG00000129988;LBP"
"622","ENSG00000047457","CP","ENSG00000047457;CP"
"9341","ENSG00000150991","UBC","ENSG00000150991;UBC"
"5963","ENSG00000127948","POR","ENSG00000127948;POR"
"12234","ENSG00000167978","SRRM2","ENSG00000167978;SRRM2"
"16000","ENSG00000185624","P4HB","ENSG00000185624;P4HB"
"15550","ENSG00000183747","ACSM2A","ENSG00000183747;ACSM2A"
"3725","ENSG00000109971","HSPA8","ENSG00000109971;HSPA8"
"12689","ENSG00000169903","TM4SF4","ENSG00000169903;TM4SF4"
"1829","ENSG00000089220","PEBP1","ENSG00000089220;PEBP1"
"17491","ENSG00000197746","PSAP","ENSG00000197746;PSAP"
"2553","ENSG00000101577","LPIN2","ENSG00000101577;LPIN2"
"9429","ENSG00000151655","ITIH2","ENSG00000151655;ITIH2"
"4559","ENSG00000116285","ERRFI1","ENSG00000116285;ERRFI1"
"5375","ENSG00000123384","LRP1","ENSG00000123384;LRP1"
"987","ENSG00000066813","ACSM2B","ENSG00000066813;ACSM2B"
"11936","ENSG00000166825","ANPEP","ENSG00000166825;ANPEP"
"6852","ENSG00000134240","HMGCS2","ENSG00000134240;HMGCS2"
"9443","ENSG00000151726","ACSL1","ENSG00000151726;ACSL1"
"1510","ENSG00000080824","HSP90AA1","ENSG00000080824;HSP90AA1"
"16250","ENSG00000186529","CYP4F3","ENSG00000186529;CYP4F3"
"1276","ENSG00000074800","ENO1","ENSG00000074800;ENO1"
"1243","ENSG00000073849","ST6GAL1","ENSG00000073849;ST6GAL1"
"8466","ENSG00000143819","EPHX1","ENSG00000143819;EPHX1"
"1203","ENSG00000072778","ACADVL","ENSG00000072778;ACADVL"
"6051","ENSG00000128641","MYO1B","ENSG00000128641;MYO1B"
"10170","ENSG00000158104","HPD","ENSG00000158104;HPD"
"4403","ENSG00000115306","SPTBN1","ENSG00000115306;SPTBN1"
"4338","ENSG00000114867","EIF4G1","ENSG00000114867;EIF4G1"
"4533","ENSG00000116133","DHCR24","ENSG00000116133;DHCR24"
"1614","ENSG00000083857","FAT1","ENSG00000083857;FAT1"
"1822","ENSG00000089157","RPLP0","ENSG00000089157;RPLP0"
"15289","ENSG00000182704","TSKU","ENSG00000182704;TSKU"
"16660","ENSG00000188338","SLC38A3","ENSG00000188338;SLC38A3"
"243","ENSG00000009950","MLXIPL","ENSG00000009950;MLXIPL"
"13789","ENSG00000175003","SLC22A1","ENSG00000175003;SLC22A1"
"2433","ENSG00000101076","HNF4A","ENSG00000101076;HNF4A"
"9119","ENSG00000148702","HABP2","ENSG00000148702;HABP2"
"11820","ENSG00000166347","CYB5A","ENSG00000166347;CYB5A"
"12163","ENSG00000167711","SERPINF2","ENSG00000167711;SERPINF2"
"27920","ENSG00000228278","ORM2","ENSG00000228278;ORM2"
"2060","ENSG00000096384","HSP90AB1","ENSG00000096384;HSP90AB1"
"11908","ENSG00000166710","B2M","ENSG00000166710;B2M"
"15613","ENSG00000184009","ACTG1","ENSG00000184009;ACTG1"
"13121","ENSG00000171766","GATM","ENSG00000171766;GATM"
"6313","ENSG00000130707","ASS1","ENSG00000130707;ASS1"
"9466","ENSG00000151914","DST","ENSG00000151914;DST"
"14181","ENSG00000176974","SHMT1","ENSG00000176974;SHMT1"
"17815","ENSG00000198734","F5","ENSG00000198734;F5"
"10457","ENSG00000160285","LSS","ENSG00000160285;LSS"
"2261","ENSG00000100316","RPL3","ENSG00000100316;RPL3"
"6455","ENSG00000131482","G6PC1","ENSG00000131482;G6PC1"
"13679","ENSG00000174444","RPL4","ENSG00000174444;RPL4"
"3201","ENSG00000105835","NAMPT","ENSG00000105835;NAMPT"
"5611","ENSG00000125148","MT2A","ENSG00000125148;MT2A"
"656","ENSG00000049239","H6PD","ENSG00000049239;H6PD"
"3286","ENSG00000106327","TFR2","ENSG00000106327;TFR2"
"9452","ENSG00000151790","TDO2","ENSG00000151790;TDO2"
"997","ENSG00000067082","KLF6","ENSG00000067082;KLF6"
"757","ENSG00000055957","ITIH1","ENSG00000055957;ITIH1"
"4540","ENSG00000116171","SCP2","ENSG00000116171;SCP2"
"16365","ENSG00000187048","CYP4A11","ENSG00000187048;CYP4A11"
"5730","ENSG00000125844","RRBP1","ENSG00000125844;RRBP1"
"4040","ENSG00000112299","VNN1","ENSG00000112299;VNN1"
"5497","ENSG00000124253","PCK1","ENSG00000124253;PCK1"
"607","ENSG00000044574","HSPA5","ENSG00000044574;HSPA5"
"10562","ENSG00000161011","SQSTM1","ENSG00000161011;SQSTM1"
"8240","ENSG00000142541","RPL13A","ENSG00000142541;RPL13A"
"11048","ENSG00000163586","FABP1","ENSG00000163586;FABP1"
"14626","ENSG00000179218","CALR","ENSG00000179218;CALR"
"3834","ENSG00000110955","ATP5F1B","ENSG00000110955;ATP5F1B"
"5148","ENSG00000121310","ECHDC2","ENSG00000121310;ECHDC2"
"703","ENSG00000052802","MSMO1","ENSG00000052802;MSMO1"
"15292","ENSG00000182718","ANXA2","ENSG00000182718;ANXA2"
"7980","ENSG00000140526","ABHD2","ENSG00000140526;ABHD2"
"1237","ENSG00000073734","ABCB11","ENSG00000073734;ABCB11"
"14805","ENSG00000180210","F2","ENSG00000180210;F2"
"5879","ENSG00000127022","CANX","ENSG00000127022;CANX"
"8376","ENSG00000143384","MCL1","ENSG00000143384;MCL1"
"17131","ENSG00000196576","PLXNB2","ENSG00000196576;PLXNB2"
"8866","ENSG00000146678","IGFBP1","ENSG00000146678;IGFBP1"
"7608","ENSG00000138115","CYP2C8","ENSG00000138115;CYP2C8"
"4469","ENSG00000115677","HDLBP","ENSG00000115677;HDLBP"
"3567","ENSG00000108654","DDX5","ENSG00000108654;DDX5"
"14435","ENSG00000178209","PLEC","ENSG00000178209;PLEC"
"12217","ENSG00000167910","CYP7A1","ENSG00000167910;CYP7A1"
"5091","ENSG00000120738","EGR1","ENSG00000120738;EGR1"
"15252","ENSG00000182551","ADI1","ENSG00000182551;ADI1"
"7964","ENSG00000140465","CYP1A1","ENSG00000140465;CYP1A1"
"2958","ENSG00000104760","FGL1","ENSG00000104760;FGL1"
"9048","ENSG00000148175","STOM","ENSG00000148175;STOM"
"2002","ENSG00000094631","HDAC6","ENSG00000094631;HDAC6"
"15325","ENSG00000182871","COL18A1","ENSG00000182871;COL18A1"
"3843","ENSG00000111057","KRT18","ENSG00000111057;KRT18"
"6391","ENSG00000131069","ACSS2","ENSG00000131069;ACSS2"
"5919","ENSG00000127481","UBR4","ENSG00000127481;UBR4"
"4495","ENSG00000115884","SDC1","ENSG00000115884;SDC1"
"2065","ENSG00000096696","DSP","ENSG00000096696;DSP"
"17282","ENSG00000197081","IGF2R","ENSG00000197081;IGF2R"
"6883","ENSG00000134333","LDHA","ENSG00000134333;LDHA"
"8550","ENSG00000144381","HSPD1","ENSG00000144381;HSPD1"
"17477","ENSG00000197694","SPTAN1","ENSG00000197694;SPTAN1"
"1127","ENSG00000070756","PABPC1","ENSG00000070756;PABPC1"
"6714","ENSG00000133112","TPT1","ENSG00000133112;TPT1"
"6641","ENSG00000132703","APCS","ENSG00000132703;APCS"
"9932","ENSG00000156096","UGT2B4","ENSG00000156096;UGT2B4"
"5458","ENSG00000124145","SDC4","ENSG00000124145;SDC4"
"1308","ENSG00000075415","SLC25A3","ENSG00000075415;SLC25A3"
"13379","ENSG00000172831","CES2","ENSG00000172831;CES2"
"13388","ENSG00000172893","DHCR7","ENSG00000172893;DHCR7"
"9425","ENSG00000151632","AKR1C2","ENSG00000151632;AKR1C2"
"3914","ENSG00000111640","GAPDH","ENSG00000111640;GAPDH"
"5955","ENSG00000127884","ECHS1","ENSG00000127884;ECHS1"
"1185","ENSG00000072210","ALDH3A2","ENSG00000072210;ALDH3A2"
"224","ENSG00000008517","IL32","ENSG00000008517;IL32"
"16376","ENSG00000187097","ENTPD5","ENSG00000187097;ENTPD5"
"1626","ENSG00000084234","APLP2","ENSG00000084234;APLP2"
"10968","ENSG00000163347","CLDN1","ENSG00000163347;CLDN1"
"6961","ENSG00000134824","FADS2","ENSG00000134824;FADS2"
"3874","ENSG00000111275","ALDH2","ENSG00000111275;ALDH2"
"17606","ENSG00000198074","AKR1B10","ENSG00000198074;AKR1B10"
"11751","ENSG00000166123","GPT2","ENSG00000166123;GPT2"
"6260","ENSG00000130402","ACTN4","ENSG00000130402;ACTN4"
"14746","ENSG00000179918","SEPHS2","ENSG00000179918;SEPHS2"
"7415","ENSG00000137154","RPS6","ENSG00000137154;RPS6"
"4131","ENSG00000113013","HSPA9","ENSG00000113013;HSPA9"
"7174","ENSG00000135929","CYP27A1","ENSG00000135929;CYP27A1"
"19874","ENSG00000204525","HLA-C","ENSG00000204525;HLA-C"
"6573","ENSG00000132386","SERPINF1","ENSG00000132386;SERPINF1"
"3371","ENSG00000106853","PTGR1","ENSG00000106853;PTGR1"
"7147","ENSG00000135821","GLUL","ENSG00000135821;GLUL"
"10563","ENSG00000161013","MGAT4B","ENSG00000161013;MGAT4B"
"9065","ENSG00000148303","RPL7A","ENSG00000148303;RPL7A"
"5573","ENSG00000124762","CDKN1A","ENSG00000124762;CDKN1A"
"8041","ENSG00000140988","RPS2","ENSG00000140988;RPS2"
"17016","ENSG00000196262","PPIA","ENSG00000196262;PPIA"
"12831","ENSG00000170509","HSD17B13","ENSG00000170509;HSD17B13"
"3600","ENSG00000108846","ABCC3","ENSG00000108846;ABCC3"
"6569","ENSG00000132361","CLUH","ENSG00000132361;CLUH"
"1575","ENSG00000082641","NFE2L1","ENSG00000082641;NFE2L1"
"7205","ENSG00000136068","FLNB","ENSG00000136068;FLNB"
"19922","ENSG00000204628","RACK1","ENSG00000204628;RACK1"
"17941","ENSG00000198959","TGM2","ENSG00000198959;TGM2"
"9547","ENSG00000152558","TMEM123","ENSG00000152558;TMEM123"
"10647","ENSG00000161944","ASGR2","ENSG00000161944;ASGR2"
"12060","ENSG00000167315","ACAA2","ENSG00000167315;ACAA2"
"12101","ENSG00000167526","RPL13","ENSG00000167526;RPL13"
"560","ENSG00000039537","C6","ENSG00000039537;C6"
"1467","ENSG00000079459","FDFT1","ENSG00000079459;FDFT1"
"4833","ENSG00000118680","MYL12B","ENSG00000118680;MYL12B"
"5424","ENSG00000123838","C4BPA","ENSG00000123838;C4BPA"
"14317","ENSG00000177606","JUN","ENSG00000177606;JUN"
"16202","ENSG00000186350","RXRA","ENSG00000186350;RXRA"
"112","ENSG00000005893","LAMP2","ENSG00000005893;LAMP2"
"5184","ENSG00000121691","CAT","ENSG00000121691;CAT"
"6259","ENSG00000130396","AFDN","ENSG00000130396;AFDN"
"3506","ENSG00000108298","RPL19","ENSG00000108298;RPL19"
"15667","ENSG00000184232","OAF","ENSG00000184232;OAF"
"3365","ENSG00000106804","C5","ENSG00000106804;C5"
"1844","ENSG00000089597","GANAB","ENSG00000089597;GANAB"
"10272","ENSG00000158874","APOA2","ENSG00000158874;APOA2"
"10586","ENSG00000161267","BDH1","ENSG00000161267;BDH1"
"5279","ENSG00000122566","HNRNPA2B1","ENSG00000122566;HNRNPA2B1"
"3099","ENSG00000105398","SULT2A1","ENSG00000105398;SULT2A1"
"8117","ENSG00000141505","ASGR1","ENSG00000141505;ASGR1"
"8958","ENSG00000147403","RPL10","ENSG00000147403;RPL10"
"8196","ENSG00000142168","SOD1","ENSG00000142168;SOD1"
"632","ENSG00000047849","MAP4","ENSG00000047849;MAP4"
"2161","ENSG00000100024","UPB1","ENSG00000100024;UPB1"
"2222","ENSG00000100219","XBP1","ENSG00000100219;XBP1"
"10069","ENSG00000157216","SSBP3","ENSG00000157216;SSBP3"
"7658","ENSG00000138413","IDH1","ENSG00000138413;IDH1"
"16009","ENSG00000185650","ZFP36L1","ENSG00000185650;ZFP36L1"
"17914","ENSG00000198911","SREBF2","ENSG00000198911;SREBF2"
"4598","ENSG00000116690","PRG4","ENSG00000116690;PRG4"
"3429","ENSG00000107581","EIF3A","ENSG00000107581;EIF3A"
"7496","ENSG00000137642","SORL1","ENSG00000137642;SORL1"
"13573","ENSG00000173812","EIF1","ENSG00000173812;EIF1"
"3298","ENSG00000106366","SERPINE1","ENSG00000106366;SERPINE1"
"1121","ENSG00000070614","NDST1","ENSG00000070614;NDST1"
"2052","ENSG00000096060","FKBP5","ENSG00000096060;FKBP5"
"2822","ENSG00000103485","QPRT","ENSG00000103485;QPRT"
"7472","ENSG00000137491","SLCO2B1","ENSG00000137491;SLCO2B1"
"3792","ENSG00000110651","CD81","ENSG00000110651;CD81"
"1348","ENSG00000076555","ACACB","ENSG00000076555;ACACB"
"45","ENSG00000003989","SLC7A2","ENSG00000003989;SLC7A2"
"10564","ENSG00000161016","RPL8","ENSG00000161016;RPL8"
"7537","ENSG00000137818","RPLP1","ENSG00000137818;RPLP1"
"6740","ENSG00000133313","CNDP2","ENSG00000133313;CNDP2"
"9113","ENSG00000148672","GLUD1","ENSG00000148672;GLUD1"
"6459","ENSG00000131504","DIAPH1","ENSG00000131504;DIAPH1"
"2726","ENSG00000102910","LONP2","ENSG00000102910;LONP2"
"2215","ENSG00000100201","DDX17","ENSG00000100201;DDX17"
"8171","ENSG00000141905","NFIC","ENSG00000141905;NFIC"
"7914","ENSG00000140093","SERPINA10","ENSG00000140093;SERPINA10"
"7409","ENSG00000137106","GRHPR","ENSG00000137106;GRHPR"
"13248","ENSG00000172270","BSG","ENSG00000172270;BSG"
"15903","ENSG00000185215","TNFAIP2","ENSG00000185215;TNFAIP2"
"16851","ENSG00000189060","H1-0","ENSG00000189060;H1-0"
"17289","ENSG00000197102","DYNC1H1","ENSG00000197102;DYNC1H1"
"9949","ENSG00000156222","SLC28A1","ENSG00000156222;SLC28A1"
"9504","ENSG00000152234","ATP5F1A","ENSG00000152234;ATP5F1A"
"232","ENSG00000009307","CSDE1","ENSG00000009307;CSDE1"
"4205","ENSG00000113600","C9","ENSG00000113600;C9"
"5613","ENSG00000125166","GOT2","ENSG00000125166;GOT2"
"5999","ENSG00000128272","ATF4","ENSG00000128272;ATF4"
"954","ENSG00000065978","YBX1","ENSG00000065978;YBX1"
"39157","ENSG00000250722","SELENOP","ENSG00000250722;SELENOP"
"6872","ENSG00000134294","SLC38A2","ENSG00000134294;SLC38A2"
"11993","ENSG00000167004","PDIA3","ENSG00000167004;PDIA3"
"13516","ENSG00000173531","MST1","ENSG00000173531;MST1"
"12659","ENSG00000169764","UGP2","ENSG00000169764;UGP2"
"11957","ENSG00000166888","STAT6","ENSG00000166888;STAT6"
"12608","ENSG00000169562","GJB1","ENSG00000169562;GJB1"
"12087","ENSG00000167468","GPX4","ENSG00000167468;GPX4"
"1805","ENSG00000089009","RPL6","ENSG00000089009;RPL6"
"4228","ENSG00000113790","EHHADH","ENSG00000113790;EHHADH"
"1708","ENSG00000086758","HUWE1","ENSG00000086758;HUWE1"
"603","ENSG00000044115","CTNNA1","ENSG00000044115;CTNNA1"
"3270","ENSG00000106211","HSPB1","ENSG00000106211;HSPB1"
"9275","ENSG00000150093","ITGB1","ENSG00000150093;ITGB1"
"61698","ENSG00000290007","ENSG00000290007","ENSG00000290007;ENSG00000290007"
"8992","ENSG00000147604","RPL7","ENSG00000147604;RPL7"
"2272","ENSG00000100344","PNPLA3","ENSG00000100344;PNPLA3"
"16140","ENSG00000186115","CYP4F2","ENSG00000186115;CYP4F2"
"446","ENSG00000025423","HSD17B6","ENSG00000025423;HSD17B6"
"3276","ENSG00000106261","ZKSCAN1","ENSG00000106261;ZKSCAN1"
"2497","ENSG00000101323","HAO1","ENSG00000101323;HAO1"
"4980","ENSG00000119927","GPAM","ENSG00000119927;GPAM"
"925","ENSG00000065361","ERBB3","ENSG00000065361;ERBB3"
"2977","ENSG00000104852","SNRNP70","ENSG00000104852;SNRNP70"
"10368","ENSG00000159674","SPON2","ENSG00000159674;SPON2"
"2451","ENSG00000101160","CTSZ","ENSG00000101160;CTSZ"
"1641","ENSG00000084754","HADHA","ENSG00000084754;HADHA"
"9022","ENSG00000147872","PLIN2","ENSG00000147872;PLIN2"
"6194","ENSG00000130005","GAMT","ENSG00000130005;GAMT"
"7749","ENSG00000138867","GUCD1","ENSG00000138867;GUCD1"
"4356","ENSG00000115053","NCL","ENSG00000115053;NCL"
"10329","ENSG00000159335","PTMS","ENSG00000159335;PTMS"
"4239","ENSG00000113924","HGD","ENSG00000113924;HGD"
"5940","ENSG00000127603","MACF1","ENSG00000127603;MACF1"
"4707","ENSG00000117448","AKR1A1","ENSG00000117448;AKR1A1"
"9058","ENSG00000148248","SURF4","ENSG00000148248;SURF4"
"23079","ENSG00000215301","DDX3X","ENSG00000215301;DDX3X"
"1746","ENSG00000087460","GNAS","ENSG00000087460;GNAS"
"14530","ENSG00000178772","CPN2","ENSG00000178772;CPN2"
"17229","ENSG00000196914","ARHGEF12","ENSG00000196914;ARHGEF12"
"5528","ENSG00000124486","USP9X","ENSG00000124486;USP9X"
"3083","ENSG00000105357","MYH14","ENSG00000105357;MYH14"
"8760","ENSG00000145901","TNIP1","ENSG00000145901;TNIP1"
"19904","ENSG00000204592","HLA-E","ENSG00000204592;HLA-E"
"13534","ENSG00000173599","PC","ENSG00000173599;PC"
"10853","ENSG00000162909","CAPN2","ENSG00000162909;CAPN2"
"8237","ENSG00000142534","RPS11","ENSG00000142534;RPS11"
"3328","ENSG00000106565","TMEM176B","ENSG00000106565;TMEM176B"
"12253","ENSG00000168028","RPSA","ENSG00000168028;RPSA"
"3925","ENSG00000111669","TPI1","ENSG00000111669;TPI1"
"8909","ENSG00000147065","MSN","ENSG00000147065;MSN"
"8288","ENSG00000142937","RPS8","ENSG00000142937;RPS8"
"368","ENSG00000016391","CHDH","ENSG00000016391;CHDH"
"6122","ENSG00000129250","KIF1C","ENSG00000129250;KIF1C"
"27908","ENSG00000228253","MT-ATP8","ENSG00000228253;MT-ATP8"
"222","ENSG00000008513","ST3GAL1","ENSG00000008513;ST3GAL1"
"9773","ENSG00000154556","SORBS2","ENSG00000154556;SORBS2"
"7064","ENSG00000135404","CD63","ENSG00000135404;CD63"
"6369","ENSG00000130985","UBA1","ENSG00000130985;UBA1"
"15730","ENSG00000184500","PROS1","ENSG00000184500;PROS1"
"12491","ENSG00000169045","HNRNPH1","ENSG00000169045;HNRNPH1"
"362","ENSG00000015520","NPC1L1","ENSG00000015520;NPC1L1"
"8203","ENSG00000142192","APP","ENSG00000142192;APP"
"9179","ENSG00000149260","CAPN5","ENSG00000149260;CAPN5"
"7969","ENSG00000140479","PCSK6","ENSG00000140479;PCSK6"
"17564","ENSG00000197958","RPL12","ENSG00000197958;RPL12"
"16075","ENSG00000185896","LAMP1","ENSG00000185896;LAMP1"
"13677","ENSG00000174437","ATP2A2","ENSG00000174437;ATP2A2"
"11847","ENSG00000166441","RPL27A","ENSG00000166441;RPL27A"
"14738","ENSG00000179889","PDXDC1","ENSG00000179889;PDXDC1"
"14640","ENSG00000179295","PTPN11","ENSG00000179295;PTPN11"
"3707","ENSG00000109814","UGDH","ENSG00000109814;UGDH"
"1922","ENSG00000091262","ABCC6","ENSG00000091262;ABCC6"
"2937","ENSG00000104549","SQLE","ENSG00000104549;SQLE"
"4217","ENSG00000113719","ERGIC1","ENSG00000113719;ERGIC1"
"12388","ENSG00000168610","STAT3","ENSG00000168610;STAT3"
"7990","ENSG00000140564","FURIN","ENSG00000140564;FURIN"
"3766","ENSG00000110321","EIF4G2","ENSG00000110321;EIF4G2"
"10598","ENSG00000161533","ACOX1","ENSG00000161533;ACOX1"
"11558","ENSG00000165280","VCP","ENSG00000165280;VCP"
"16891","ENSG00000189221","MAOA","ENSG00000189221;MAOA"
"8263","ENSG00000142676","RPL11","ENSG00000142676;RPL11"
"1787","ENSG00000088812","ATRN","ENSG00000088812;ATRN"
"16972","ENSG00000196139","AKR1C3","ENSG00000196139;AKR1C3"
"14989","ENSG00000181192","DHTKD1","ENSG00000181192;DHTKD1"
"6794","ENSG00000133835","HSD17B4","ENSG00000133835;HSD17B4"
"2368","ENSG00000100664","EIF5","ENSG00000100664;EIF5"
"8355","ENSG00000143321","HDGF","ENSG00000143321;HDGF"
"1079","ENSG00000069535","MAOB","ENSG00000069535;MAOB"
"17181","ENSG00000196739","COL27A1","ENSG00000196739;COL27A1"
"3089","ENSG00000105372","RPS19","ENSG00000105372;RPS19"
"10344","ENSG00000159423","ALDH4A1","ENSG00000159423;ALDH4A1"
"6206","ENSG00000130066","SAT1","ENSG00000130066;SAT1"
"17146","ENSG00000196620","UGT2B15","ENSG00000196620;UGT2B15"
"4388","ENSG00000115255","REEP6","ENSG00000115255;REEP6"
"8290","ENSG00000142949","PTPRF","ENSG00000142949;PTPRF"
"17543","ENSG00000197894","ADH5","ENSG00000197894;ADH5"
"15899","ENSG00000185189","NRBP2","ENSG00000185189;NRBP2"
"7638","ENSG00000138326","RPS24","ENSG00000138326;RPS24"
"2635","ENSG00000102144","PGK1","ENSG00000102144;PGK1"
"8385","ENSG00000143418","CERS2","ENSG00000143418;CERS2"
"4474","ENSG00000115718","PROC","ENSG00000115718;PROC"
"8868","ENSG00000146701","MDH2","ENSG00000146701;MDH2"
"17710","ENSG00000198431","TXNRD1","ENSG00000198431;TXNRD1"
"883","ENSG00000064393","HIPK2","ENSG00000064393;HIPK2"
"587","ENSG00000042445","RETSAT","ENSG00000042445;RETSAT"
"12478","ENSG00000168994","PXDC1","ENSG00000168994;PXDC1"
"7703","ENSG00000138674","SEC31A","ENSG00000138674;SEC31A"
"10723","ENSG00000162433","AK4","ENSG00000162433;AK4"
"12732","ENSG00000170099","SERPINA6","ENSG00000170099;SERPINA6"
"30095","ENSG00000231500","RPS18","ENSG00000231500;RPS18"
"824","ENSG00000060971","ACAA1","ENSG00000060971;ACAA1"
"8452","ENSG00000143761","ARF1","ENSG00000143761;ARF1"
"1294","ENSG00000075234","TTC38","ENSG00000075234;TTC38"
"3047","ENSG00000105193","RPS16","ENSG00000105193;RPS16"
"11517","ENSG00000165119","HNRNPK","ENSG00000165119;HNRNPK"
"5610","ENSG00000125144","MT1G","ENSG00000125144;MT1G"
